course_id,course_type,year,enrollment_count,pre_score,post_score,pre_requirement,department
0576,classroom,2011,175,86.13,82,None,Science
0577,online,2016,251,50.19,78,Beginner,Technology
0578,online,2011,251,47.62,74,None,Science
0579,online,2022,251,17.71,NA,Beginner,Technology
0580,online,2021,261,5.35,60,None,Technology
0581,classroom,2020,170,74.46,NA,Intermediate,Engineering
0582,classroom,2014,180,-,83,Beginner,Engineering
0583,online,2019,251,-,89,Beginner,Technology
0584,online,2012,261,79.12,74,None,Technology
0585,online,2018,255,98.67,87,None,Math
0586,online,2016,261,70.04,NA,None,Technology
0587,online,2017,261,79.2,70,None,Technology
0588,online,2020,231,56.18,76,Intermediate,Science
0589,online,2011,241,52.92,80,Beginner,Science
0590,classroom,2011,155,21.59,75,Intermediate,Science
0591,online,2016,256,-,86,Beginner,Engineering
0592,online,2016,256,42.03,73,None,Mathematics
0593,classroom,2019,170,93.71,86,Beginner,Mathematics
0594,classroom,2014,181,41.84,76,None,Mathematics
0595,online,2014,245,38.06,73,Beginner,Math
0596,online,2022,261,2.56,63,None,Technology
0597,online,2021,246,9.4,69,Beginner,Math
0598,online,2021,251,44.47,76,Beginner,Technology
0599,online,2022,261,62.97,86,None,Technology
0600,online,2013,251,87.66,80,None,Science
0601,online,2015,261,95.33,83,None,Technology
0602,online,2020,236,12.65,69,Intermediate,Mathematics
0603,classroom,2020,170,8.56,68,Beginner,Math
0604,online,2019,251,18.44,NA,None,Science
0605,classroom,2013,180,7.67,59,Beginner,Engineering
0606,online,2012,261,89.33,81,None,Technology
0607,online,2022,261,77.42,66,None,Technology
0608,online,2018,251,7.54,84,Beginner,Technology
0609,classroom,2012,165,19.48,NA,Beginner,Science
0610,online,2015,241,49.45,NA,Intermediate,Technology
0611,classroom,2012,175,23.85,74,None,Science
0612,online,2011,251,88.8,NA,Beginner,Technology
0613,classroom,2017,175,75.93,84,None,Science
0614,online,2011,261,3.96,70,NA,Technology
0615,online,2012,256,70.69,76,None,Mathematics
0616,online,2019,241,67.47,NA,Beginner,Science
0617,online,2017,231,8.23,63,Intermediate,Science
0618,online,2022,261,-,78,None,Technology
0619,online,2014,261,18.42,NA,None,Technology
0620,online,2016,261,55.93,75,None,Technology
0621,online,2021,266,33.47,74,None,Engineering
0622,online,2018,256,13.76,70,NA,Mathematics
0623,classroom,2020,175,80.1,80,None,Science
0624,online,2019,257,48.89,86,None,Math
0625,online,2015,251,88.17,84,Beginner,Technology
0626,online,2013,246,2.36,57,Intermediate,Engineering
0627,online,2015,261,-,80,None,Technology
0628,classroom,2022,170,58.26,73,Beginner,Math
0629,online,2011,241,96.38,98,Beginner,Science
0630,classroom,2015,160,87.49,78,Intermediate,Mathematics
0631,online,2021,261,45.16,NA,None,Technology
0632,online,2012,241,27.94,NA,Beginner,Science
0633,classroom,2014,180,35.19,79,None,Mathematics
0634,online,2011,261,71.84,73,None,Technology
0635,online,2021,251,15,72,Beginner,Technology
0636,online,2012,251,54.81,81,Beginner,Technology
0637,online,2012,256,23.34,62,Beginner,Engineering
0638,online,2014,256,85.43,86,Beginner,Engineering
0639,online,2019,236,18.34,66,Intermediate,Mathematics
0640,classroom,2017,170,32.51,74,Beginner,Mathematics
0641,online,2015,261,88.97,83,None,Technology
0642,online,2013,231,92.7,94,Intermediate,Science
0643,classroom,2012,185,40.47,60,None,Technology
0644,online,2012,261,26.28,72,None,Technology
0645,online,2022,246,59.37,76,Beginner,Math
0646,classroom,2015,170,81.04,85,Intermediate,Engineering
0647,classroom,2020,175,88.98,86,Beginner,Technology
0648,online,2019,251,72.24,74,None,Science
0649,online,2012,261,85.69,88,None,Technology
0650,online,2011,248,27.76,70,Beginner,Math
0651,online,2022,251,59.55,74,Beginner,Technology
0652,classroom,2018,165,44.2,72,Intermediate,Technology
0653,classroom,2011,170,43.72,72,Intermediate,Engineering
0654,online,2022,261,-,78,None,Technology
0655,online,2018,261,-,80,None,Technology
0656,classroom,2011,170,28.36,65,Intermediate,Engineering
0657,online,2017,251,36.16,76,Beginner,Technology
0658,online,2021,261,46.33,NA,None,Technology
0659,classroom,2014,180,9.18,NA,Beginner,Engineering
0660,online,2022,246,19.5,NA,Intermediate,Engineering
0661,classroom,2020,175,32.47,76,Beginner,Technology
0662,online,2013,256,86.15,79,None,Math
0663,online,2019,256,58.23,70,NA,Math
0664,online,2012,251,41.6,74,None,Science
0665,online,2017,256,42.74,71,None,Math
0666,online,2021,246,30.19,84,Beginner,Mathematics
0667,online,2020,246,45.44,71,Beginner,Math
0668,online,2014,261,7.64,78,None,Technology
0669,classroom,2016,165,74.2,78,Intermediate,Technology
0670,online,2017,261,91.57,89,None,Technology
0671,online,2022,261,80.02,NA,NA,Technology
0672,online,2019,256,33.27,70,None,Math
0673,classroom,2020,180,14.55,69,Beginner,Engineering
0674,online,2015,258,55.02,78,None,Mathematics
0675,classroom,2011,171,54.58,73,Beginner,Math
0676,classroom,2021,171,31.53,73,Intermediate,Engineering
0677,classroom,2019,190,87.24,76,None,Engineering
0678,online,2011,246,63.34,71,Intermediate,Engineering
0679,online,2020,261,26.75,69,NA,Technology
0680,classroom,2019,165,20.34,NA,Beginner,Science
0681,classroom,2013,155,58.98,83,Intermediate,Science
0682,classroom,2019,180,88.74,67,Beginner,Engineering
0683,online,2020,246,13.14,72,Beginner,Math
0684,classroom,2015,180,23.66,72,None,Math
0685,online,2015,252,62.73,77,None,Science
0686,classroom,2015,169,-,86,Beginner,Mathematics
0687,classroom,2019,176,-,85,None,Science
0688,online,2011,236,4.78,68,Intermediate,Mathematics
0689,online,2021,251,38.36,75,Beginner,Technology
0690,online,2016,256,75.74,76,None,Math
0691,online,2020,261,46.9,76,None,Technology
0692,online,2013,251,32.15,80,None,Science
0693,classroom,2021,165,29.36,73,Beginner,Science
0694,online,2016,251,69.04,97,Beginner,Technology
0695,classroom,2018,155,6.16,NA,Intermediate,Science
0696,online,2011,251,72.14,81,Beginner,Technology
0697,online,2019,246,8.81,NA,Beginner,Math
0698,online,2016,261,49.44,NA,None,Technology
0699,online,2015,261,69.26,67,None,Technology
0700,online,2011,246,5.96,67,Intermediate,Engineering
0701,online,2012,257,44.38,80,None,Math
0702,classroom,2012,165,6.39,79,Beginner,Science
0703,classroom,2022,185,-,81,None,Technology
0704,classroom,2018,180,21.61,69,Beginner,Engineering
0705,online,2021,261,71.85,87,None,Technology
0706,classroom,2015,175,-,73,Beginner,Technology
0707,online,2016,261,4.67,55,None,Technology
0708,classroom,2012,165,38.53,72,Beginner,Science
0709,online,2012,241,12.34,63,Beginner,Science
0710,online,2014,261,43.91,78,None,Technology
0711,online,2011,256,66.47,NA,Beginner,Engineering
0712,online,2017,261,97.88,NA,None,Technology
0713,classroom,2020,175,43.2,74,NA,Science
0714,online,2019,257,68.31,60,None,Mathematics
0715,online,2013,251,47.19,78,Beginner,Technology
0716,classroom,2018,170,90.3,NA,Beginner,Math
0717,classroom,2012,156,35.12,NA,Intermediate,Science
0718,online,2014,251,-,72,Beginner,Technology
0719,online,2013,261,86.72,77,None,Technology
0720,classroom,2012,180,18.8,73,None,Mathematics
0721,online,2021,241,53.87,80,Beginner,Science
0722,online,2020,251,-,81,Beginner,Technology
0723,online,2017,246,78.25,80,Beginner,Mathematics
0724,classroom,2014,185,-,75,None,Technology
0725,classroom,2020,170,90.71,99,Intermediate,Engineering
0726,online,2021,257,51.76,81,None,Mathematics
0727,online,2016,261,54.43,86,None,Technology
0728,online,2022,251,81.2,90,Beginner,Technology
0729,online,2012,241,68.55,85,Beginner,Science
0730,online,2016,241,11.76,75,Beginner,Science
0731,classroom,2021,170,7.7,60,Intermediate,Engineering
0732,online,2016,251,18.01,NA,None,Science
0733,online,2017,261,59.78,79,None,Technology
0734,online,2018,246,60.18,NA,Intermediate,Engineering
0735,online,2014,261,-,NA,None,Technology
0736,online,2017,251,57.96,78,Beginner,Technology
0737,online,2019,261,70.4,68,NA,Technology
0738,online,2017,261,34.44,76,None,Technology
0739,online,2022,246,56.81,72,Beginner,Math
0740,online,2011,256,83.34,85,None,Math
0741,classroom,2022,180,78.81,89,Beginner,Engineering
0742,online,2013,251,78.11,74,None,Science
0743,classroom,2018,175,46.52,73,None,Science
0744,classroom,2016,179,48.93,71,None,Math
0745,online,2021,261,18.62,68,NA,Technology
0746,online,2015,261,64.62,80,None,Technology
0747,online,2016,261,11.37,77,None,Technology
0748,online,2015,231,87.45,77,Intermediate,Science
0749,classroom,2016,175,26.58,73,Beginner,Technology
0750,online,2019,251,54.42,81,Beginner,Technology
0751,online,2014,261,68.5,76,None,Technology
0752,online,2020,261,17.74,NA,None,Technology
0753,online,2013,257,47.78,79,None,Math
0754,online,2020,251,47.74,73,Beginner,Technology
0755,classroom,2014,165,80.67,75,Beginner,Science
0756,online,2017,236,28.51,67,Intermediate,Mathematics
0757,online,2015,257,37.87,92,None,Mathematics
0758,classroom,2017,161,93.59,74,Intermediate,Mathematics
0759,online,2018,257,35.78,89,None,Math
0760,online,2015,251,35.37,62,Beginner,Technology
0761,online,2022,231,40.1,66,Intermediate,Science
0762,online,2013,251,44.11,72,Beginner,Technology
0763,online,2018,261,48.79,74,NA,Technology
0764,online,2017,261,6.65,77,None,Technology
0765,online,2012,231,86.81,81,Intermediate,Science
0766,online,2013,261,10.53,68,None,Technology
0767,online,2012,261,44.25,74,None,Technology
0768,online,2016,261,93.91,77,None,Technology
0769,online,2016,246,6.63,68,Beginner,Math
0770,online,2020,261,11.16,62,None,Technology
0771,online,2012,266,-,73,None,Engineering
0772,online,2012,261,82.4,68,None,Technology
0773,online,2013,241,90.28,71,Beginner,Science
0774,online,2022,261,30.22,80,NA,Technology
0775,online,2020,241,70.2,92,Beginner,Science
0776,online,2022,241,91.39,82,Intermediate,Technology
0777,classroom,2012,176,26.86,67,None,Science
0778,online,2022,236,49.32,74,Intermediate,Mathematics
0779,classroom,2012,175,66.93,71,Beginner,Technology
0780,online,2020,246,98.52,81,Beginner,Mathematics
0781,online,2015,261,45.06,82,None,Technology
0782,online,2019,246,38.09,65,Beginner,Mathematics
0783,classroom,2012,155,49.34,79,Intermediate,Science
0784,classroom,2019,155,42.23,NA,Intermediate,Science
0785,online,2019,256,2.92,64,None,Mathematics
0786,online,2011,261,92.9,72,None,Technology
0787,classroom,2019,175,18.38,71,Beginner,Technology
0788,online,2013,251,45.3,85,Beginner,Technology
0789,classroom,2016,175,99.05,NA,Beginner,Technology
0790,online,2018,261,98.01,81,None,Technology
0791,online,2015,247,14.96,67,Beginner,Math
0792,online,2014,242,1.2,62,Beginner,Science
0793,online,2022,261,43.46,91,None,Technology
0794,online,2014,246,3.57,61,Intermediate,Engineering
0795,classroom,2022,165,20.75,78,Intermediate,Technology
0796,online,2017,247,11.12,69,Beginner,Mathematics
0797,classroom,2013,175,25.28,NA,None,Science
0798,online,2018,261,36.54,81,None,Technology
0799,classroom,2011,165,33.51,85,Beginner,Science
0800,online,2022,261,88.31,72,None,Technology
0801,online,2011,241,52.11,77,Beginner,Science
0802,classroom,2011,170,70.36,75,Intermediate,Engineering
0803,online,2017,261,96.5,74,None,Technology
0804,classroom,2016,175,12.27,61,None,Science
0805,classroom,2011,165,23.99,68,Beginner,Science
0806,online,2022,256,14.08,69,None,Mathematics
0807,online,2021,251,52.22,78,Beginner,Technology
0808,online,2016,261,16.51,81,None,Technology
0809,online,2013,256,-,75,None,Mathematics
0810,online,2021,261,8.04,NA,None,Technology
0811,classroom,2011,155,76.73,85,Intermediate,Science
0812,classroom,2021,155,61.21,75,Intermediate,Science
0813,online,2013,246,38.71,76,Beginner,Math
0814,classroom,2018,185,38.02,73,None,Technology
0815,online,2018,246,44.1,74,Beginner,Mathematics
0816,online,2012,261,17.09,71,None,Technology
0817,online,2013,252,82.8,70,None,Science
0818,online,2021,241,84.1,72,Beginner,Science
0819,online,2018,261,67.78,84,None,Technology
0820,online,2015,261,22.06,76,None,Technology
0821,online,2020,261,91.69,81,None,Technology
0822,online,2019,261,34.36,84,None,Technology
0823,classroom,2014,180,62.02,92,Beginner,Engineering
0824,online,2020,251,55.09,77,Beginner,Technology
0825,online,2015,242,74.53,NA,Beginner,Science
0826,online,2020,251,-,82,Beginner,Technology
0827,online,2017,236,62.68,82,Intermediate,Mathematics
0828,online,2013,256,25.65,74,None,Math
0829,online,2022,256,7.87,73,None,Mathematics
0830,online,2014,256,86.37,76,None,Mathematics
0831,online,2020,257,82.14,81,None,Math
0832,online,2022,261,52.22,85,NA,Technology
0833,online,2020,261,65.34,72,None,Technology
0834,online,2013,261,47.84,65,None,Technology
0835,online,2012,261,52.84,NA,None,Technology
0836,classroom,2012,156,4.88,54,Intermediate,Science
0837,online,2021,261,36.46,72,None,Technology
0838,classroom,2014,170,-,68,Intermediate,Engineering
0839,online,2021,246,76.37,87,Beginner,Mathematics
0840,online,2018,261,32.58,79,None,Technology
0841,online,2014,261,67.7,73,NA,Technology
0842,online,2014,261,50.13,60,None,Technology
0843,online,2020,261,46.72,65,None,Technology
0844,online,2018,241,92.42,72,Beginner,Science
0845,online,2012,261,68.24,NA,None,Technology
0846,online,2017,251,18.55,79,None,Science
0847,online,2011,261,52.39,76,None,Technology
0848,online,2019,251,79.59,79,Beginner,Technology
0849,online,2011,236,49.01,84,Intermediate,Mathematics
0850,online,2012,257,93.7,100,None,Math
0851,online,2018,261,9.29,66,None,Technology
0852,classroom,2018,180,23.03,72,Beginner,Engineering
0853,classroom,2014,185,42.91,68,None,Technology
0854,online,2014,261,70.3,84,None,Technology
0855,online,2012,251,36.68,73,Beginner,Technology
0856,online,2018,251,97.02,88,None,Science
0857,classroom,2017,170,84.51,92,Beginner,Mathematics
0858,online,2019,241,8.12,72,Beginner,Science
0859,classroom,2022,185,82.86,86,NA,Technology
0860,classroom,2011,165,66.91,78,Beginner,Science
0861,online,2014,261,67.91,85,None,Technology
0862,online,2011,261,17.5,69,None,Technology
0863,online,2018,261,49.52,67,None,Technology
0864,online,2019,261,12.01,61,None,Technology
0865,online,2022,251,4.37,66,None,Science
0866,online,2016,235,24.75,80,Intermediate,Math
0867,online,2012,261,63.27,87,None,Technology
0868,online,2016,231,87.13,83,Intermediate,Science
0869,online,2013,251,74.98,68,Beginner,Technology
0870,online,2011,261,35.26,71,None,Technology
0871,classroom,2014,155,12.72,67,Intermediate,Science
0872,classroom,2018,155,12.41,70,Intermediate,Science
0873,online,2015,261,27.07,66,None,Technology
0874,classroom,2015,185,55.67,76,None,Technology
0875,classroom,2021,165,58.68,78,Intermediate,Technology
0876,online,2022,251,33.36,81,None,Science
0877,online,2011,251,54.28,65,None,Science
0878,online,2017,246,31.66,78,Beginner,Mathematics
0879,classroom,2014,170,-,77,Beginner,Mathematics
0880,online,2011,231,91.67,93,Intermediate,Science
0881,online,2019,251,74.61,84,Beginner,Technology
0882,classroom,2016,170,67.85,76,Beginner,Math
0883,online,2015,241,48.47,82,Beginner,Science
0884,online,2013,241,1.18,53,Intermediate,Technology
0885,classroom,2011,180,3.43,75,None,Math
0886,online,2019,261,84.53,98,None,Technology
0887,classroom,2018,165,26.94,NA,Beginner,Science
0888,classroom,2015,170,26.96,75,Intermediate,Engineering
0889,online,2020,256,87.54,98,None,Mathematics
0890,online,2021,241,39.17,65,Beginner,Science
0891,online,2020,251,23,72,Beginner,Technology
0892,online,2020,261,58.92,91,None,Technology
0893,classroom,2015,155,33.1,76,Intermediate,Science
0894,online,2011,247,28.86,70,Intermediate,Engineering
0895,online,2014,251,5.67,69,None,Science
0896,online,2012,261,45.96,85,None,Technology
0897,classroom,2021,165,54.8,74,Beginner,Science
0898,classroom,2021,175,87.38,82,None,Science
0899,classroom,2021,165,27.7,75,Beginner,Science
0900,online,2015,246,91.27,80,Beginner,Mathematics
0901,classroom,2013,170,95.15,74,Intermediate,Engineering
0902,online,2014,256,48.22,74,Beginner,Engineering
0903,classroom,2021,155,61.6,81,Intermediate,Science
0904,online,2020,251,71.95,71,Beginner,Technology
0905,online,2020,236,79.34,68,Intermediate,Mathematics
0906,online,2013,231,50.13,74,Intermediate,Science
0907,online,2014,251,80.3,84,Beginner,Technology
0908,online,2020,251,26.94,82,Beginner,Technology
0909,classroom,2019,180,26.65,76,Beginner,Engineering
0910,online,2019,261,42.9,87,None,Technology
0911,online,2015,241,27.27,79,Beginner,Science
0912,online,2013,257,66.04,65,NA,Math
0913,classroom,2019,180,42.36,81,Beginner,Engineering
0914,online,2011,261,54.17,77,None,Technology
0915,online,2015,251,-,102,None,Science
0916,classroom,2019,155,6.05,61,Intermediate,Science
0917,online,2020,251,-,NA,Beginner,Technology
0918,online,2018,261,98.73,87,None,Technology
0919,online,2018,261,25.64,76,None,Technology
0920,online,2013,251,52.27,68,None,Science
0921,classroom,2019,154,70.38,NA,Intermediate,Science
0922,classroom,2017,170,7.32,64,Intermediate,Engineering
0923,online,2022,266,38.95,90,None,Engineering
0924,online,2011,241,20.53,NA,Beginner,Science
0925,online,2015,246,24.53,69,Beginner,Mathematics
0926,online,2020,251,72.24,62,Beginner,Technology
0927,online,2017,241,12.98,62,Beginner,Science
0928,online,2021,257,30.66,80,None,Math
0929,classroom,2020,180,76.47,74,Beginner,Engineering
0930,classroom,2014,165,24.45,NA,Intermediate,Technology
0931,online,2015,251,72.27,76,None,Science
0932,online,2019,261,71.48,77,None,Technology
0933,classroom,2011,175,9.48,67,None,Science
0934,classroom,2012,165,2.95,NA,Intermediate,Technology
0935,online,2020,251,65.99,74,Beginner,Technology
0936,online,2021,246,-,71,Beginner,Mathematics
0937,online,2016,246,5.7,68,Beginner,Math
0938,online,2021,261,58.08,NA,None,Technology
0939,online,2013,261,83.03,89,None,Technology
0940,classroom,2019,155,66.52,69,Intermediate,Science
0941,classroom,2016,185,44.39,76,None,Technology
0942,online,2016,241,35.06,70,Beginner,Science
0943,online,2014,257,47.08,66,None,Mathematics
0944,online,2016,256,5.8,72,Beginner,Engineering
0945,online,2019,261,9.37,59,None,Technology
0946,online,2011,241,68.47,NA,Beginner,Science
0947,online,2019,251,50.3,72,None,Science
0948,online,2021,256,76.61,75,None,Mathematics
0949,online,2013,261,38.5,71,None,Technology
0950,online,2020,261,85.37,NA,None,Technology
0951,classroom,2016,180,98.86,89,None,Mathematics
0952,classroom,2017,155,9.17,65,Intermediate,Science
0953,online,2020,261,98.43,83,None,Technology
0954,online,2018,251,-,NA,Beginner,Technology
0955,online,2017,251,72.28,NA,Beginner,Technology
0956,classroom,2016,170,98.29,NA,Intermediate,Engineering
0957,online,2016,261,28.24,65,None,Technology
0958,online,2013,251,72,89,Beginner,Technology
0959,classroom,2013,155,99.59,86,Intermediate,Science
0960,online,2016,241,50.07,86,Beginner,Science
0961,online,2012,248,41.28,72,Beginner,Math
0962,online,2022,251,89.7,80,Beginner,Technology
0963,online,2014,251,57.47,82,Beginner,Technology
0964,online,2020,261,92.14,80,None,Technology
0965,online,2016,251,39.35,88,Beginner,Technology
0966,online,2019,241,4.22,60,Beginner,Science
0967,classroom,2013,175,70.96,73,None,Science
0968,online,2011,261,64.62,71,None,Technology
0969,online,2020,261,74.58,78,None,Technology
0970,classroom,2018,175,76.24,86,Beginner,Technology
0971,online,2013,256,75.92,75,None,Mathematics
0972,online,2012,256,56.52,80,None,Math
0973,classroom,2015,165,72.36,85,Beginner,Science
0974,online,2011,251,91.97,78,Beginner,Technology
0975,online,2018,256,94.67,81,None,Mathematics
0976,online,2021,231,48.02,NA,Intermediate,Science
0977,online,2014,231,51.05,73,Intermediate,Science
0978,online,2016,261,55.91,79,None,Technology
0979,online,2013,241,55.59,78,Intermediate,Technology
0980,classroom,2018,170,60.36,64,Intermediate,Engineering
0981,classroom,2015,190,49.2,80,None,Engineering
0982,online,2011,257,89.92,72,None,Math
0983,online,2016,251,48.82,71,None,Science
0984,online,2011,256,3.71,68,None,Mathematics
0985,online,2011,256,11.94,72,Beginner,Engineering
0986,classroom,2016,165,20.86,76,Beginner,Science
0987,online,2019,241,98.35,81,Beginner,Science
0988,online,2017,261,74.74,80,None,Technology
0989,online,2022,251,59.16,73,Beginner,Technology
0990,classroom,2022,165,28.84,68,Beginner,Science
0991,classroom,2020,180,78.15,88,Beginner,Engineering
0992,classroom,2015,185,56.59,72,None,Technology
0993,online,2019,251,27.3,72,Beginner,Technology
0994,online,2020,241,65.55,NA,Beginner,Science
0995,online,2019,261,98.04,98,None,Technology
0996,online,2015,261,67.42,67,None,Technology
0997,online,2016,261,56.41,85,None,Technology
0998,online,2012,247,42.12,78,Beginner,Math
0999,classroom,2021,165,-,76,Intermediate,Technology
1000,online,2018,241,56.28,77,Beginner,Science
1001,online,2019,251,96.79,83,Beginner,Technology
1002,online,2022,251,77.9,82,Beginner,Technology
1003,online,2017,241,39.26,66,Beginner,Science
1004,online,2016,251,74.32,71,Beginner,Technology
1005,online,2011,261,50.08,84,NA,Technology
1006,online,2019,261,87.81,81,None,Technology
1007,online,2012,256,1.8,65,None,Math
1008,online,2018,267,48.28,80,None,Engineering
1009,online,2019,261,85.27,74,None,Technology
1010,online,2020,261,14.7,62,None,Technology
1011,online,2016,251,91.31,83,None,Science
1012,online,2011,257,34.48,76,None,Mathematics
1013,online,2013,255,92.2,88,None,Mathematics
1014,online,2019,251,22.8,63,Beginner,Technology
1015,online,2020,251,60.48,96,Beginner,Technology
1016,online,2018,251,83.08,79,Beginner,Technology
1017,online,2016,261,80.14,76,None,Technology
1018,online,2015,251,21.95,71,Beginner,Technology
1019,online,2018,261,52.56,80,None,Technology
1020,online,2016,261,26.17,NA,None,Technology
1021,online,2022,251,92.72,90,Beginner,Technology
1022,online,2022,251,88.42,73,None,Science
1023,classroom,2014,180,69.3,73,None,Mathematics
1024,online,2013,261,-,66,None,Technology
1025,online,2012,261,90.18,87,None,Technology
1026,online,2015,251,63.31,72,Beginner,Technology
1027,online,2014,256,80.56,85,NA,Math
1028,online,2020,256,76.58,76,None,Math
1029,online,2014,256,98.19,83,None,Math
1030,online,2022,256,28.31,NA,None,Mathematics
1031,online,2011,245,3.02,59,Beginner,Mathematics
1032,online,2012,256,83.65,72,None,Math
1033,online,2014,261,20.49,69,None,Technology
1034,online,2020,251,-,NA,Beginner,Technology
1035,classroom,2016,170,82.67,77,Intermediate,Engineering
1036,online,2014,261,49.28,77,None,Technology
1037,classroom,2021,155,25.69,69,Intermediate,Science
1038,online,2019,246,71.97,77,Beginner,Mathematics
1039,online,2011,256,57.37,92,None,Math
1040,online,2020,261,71.7,69,None,Technology
1041,online,2011,256,-,83,NA,Math
1042,online,2013,261,46.64,NA,None,Technology
1043,online,2017,251,54.92,69,None,Science
1044,online,2020,261,23.25,74,None,Technology
1045,online,2021,256,98.42,101,Beginner,Engineering
1046,classroom,2015,170,32.14,72,Intermediate,Engineering
1047,online,2013,241,57,75,Beginner,Science
1048,online,2017,261,1.08,66,None,Technology
1049,online,2018,261,15.52,77,None,Technology
1050,classroom,2015,155,43.15,77,Intermediate,Science
1051,online,2014,241,23.82,81,Beginner,Science
1052,online,2017,261,60.75,95,None,Technology
1053,online,2011,261,-,89,None,Technology
1054,online,2019,241,90.44,79,Beginner,Science
1055,classroom,2016,170,31.26,72,Beginner,Math
1056,classroom,2013,175,59.24,82,Beginner,Technology
1057,online,2019,261,32.68,61,None,Technology
1058,online,2016,256,86.53,NA,None,Mathematics
1059,online,2014,261,73.24,81,None,Technology
1060,classroom,2012,175,58.31,76,None,Science
1061,online,2018,256,10.7,79,None,Math
1062,online,2022,256,4.06,62,None,Math
1063,classroom,2020,170,36.49,63,Intermediate,Engineering
1064,online,2018,261,31.02,67,None,Technology
1065,classroom,2017,180,62.9,72,Beginner,Engineering
1066,online,2016,251,36.11,67,NA,Science
1067,online,2011,241,81.47,NA,Intermediate,Technology
1068,online,2013,241,18.6,74,Intermediate,Technology
1069,classroom,2014,155,9.6,63,Intermediate,Science
1070,classroom,2019,175,59.07,74,None,Science
1071,online,2013,236,87.24,73,Intermediate,Math
1072,online,2021,261,49.26,76,NA,Technology
1073,online,2012,266,78.61,80,None,Engineering
1074,classroom,2014,175,91.39,83,None,Science
1075,online,2017,246,83.73,78,Beginner,Mathematics
1076,online,2012,246,60.8,82,Beginner,Mathematics
1077,classroom,2012,155,34.95,75,Intermediate,Science
1078,classroom,2016,175,6,68,None,Science
1079,online,2020,251,-,72,Beginner,Technology
1080,online,2014,261,59,92,None,Technology
1081,online,2017,261,58.95,71,None,Technology
1082,online,2021,251,43.71,73,Beginner,Technology
1083,online,2013,245,23.38,73,Beginner,Math
1084,online,2013,266,14.15,61,None,Engineering
1085,classroom,2019,179,13.95,69,None,Mathematics
1086,classroom,2015,170,99.97,93,Intermediate,Engineering
1087,online,2016,251,29.29,57,None,Science
1088,online,2019,241,44.9,57,Beginner,Science
1089,online,2012,241,51.95,66,Beginner,Science
1090,classroom,2016,155,49.95,80,Intermediate,Science
1091,online,2013,236,41.7,71,Intermediate,Mathematics
1092,online,2017,261,70,74,None,Technology
1093,online,2018,256,72.81,83,None,Math
1094,online,2013,255,65.45,68,NA,Mathematics
1095,online,2014,246,14.38,61,Beginner,Math
1096,online,2012,261,11.57,NA,None,Technology
1097,online,2017,251,82.27,85,None,Science
1098,online,2019,246,47.03,72,Beginner,Mathematics
1099,classroom,2015,181,89.44,76,Beginner,Engineering
1100,online,2018,261,9.66,59,None,Technology
1101,online,2016,256,74.49,82,None,Mathematics
1102,online,2013,246,90.11,86,Beginner,Math
1103,online,2013,255,-,72,NA,Math
1104,online,2015,261,30.16,NA,None,Technology
1105,online,2018,251,-,73,Beginner,Technology
1106,online,2016,261,87.39,NA,None,Technology
1107,online,2012,241,35.11,68,Beginner,Science
1108,online,2011,251,7.28,73,Beginner,Technology
1109,online,2021,251,76.15,81,Beginner,Technology
1110,classroom,2022,155,37.41,82,Intermediate,Science
1111,online,2020,256,26.06,55,None,Mathematics
1112,online,2019,251,36.7,59,None,Science
1113,online,2011,261,94.81,79,NA,Technology
1114,online,2017,251,85.71,78,None,Science
1115,classroom,2013,185,80.08,82,None,Technology
1116,online,2016,241,54.92,79,Beginner,Science
1117,online,2019,241,88.52,97,Beginner,Science
1118,classroom,2012,165,69.29,85,Intermediate,Technology
1119,online,2015,261,3.01,58,None,Technology
1120,classroom,2014,170,90.33,79,Beginner,Math
1121,online,2012,256,5.9,64,None,Math
1122,online,2014,236,15.98,66,Intermediate,Math
1123,classroom,2011,165,11.72,68,Beginner,Science
1124,online,2019,231,96.81,80,Intermediate,Science
1125,online,2021,261,30.12,68,None,Technology
1126,online,2015,261,98.78,93,None,Technology
1127,online,2013,241,97.28,78,Beginner,Science
1128,online,2012,251,93.24,68,Beginner,Technology
1129,online,2011,241,59.44,80,Intermediate,Technology
1130,online,2018,261,97.9,81,None,Technology
1131,online,2012,251,84.58,81,None,Science
1132,online,2016,241,78.02,82,Beginner,Science
1133,classroom,2021,190,56.1,93,None,Engineering
1134,classroom,2017,170,12.11,65,Intermediate,Engineering
1135,online,2016,266,-,86,None,Engineering
1136,online,2022,261,10.24,71,None,Technology
1137,online,2014,246,68.28,85,Beginner,Math
1138,online,2015,251,-,86,None,Science
1139,online,2017,261,16.46,68,None,Technology
1140,online,2013,251,95.68,98,Beginner,Technology
1141,online,2013,246,27.82,72,Beginner,Mathematics
1142,online,2013,241,97.37,86,Beginner,Science
1143,online,2012,251,2.37,61,Beginner,Technology
1144,online,2013,257,92.68,82,Beginner,Engineering
1145,online,2016,261,19.61,69,None,Technology
1146,online,2012,256,8.09,69,None,Mathematics
1147,online,2021,246,69.18,85,Beginner,Mathematics
1148,online,2012,241,2.9,58,Intermediate,Technology
1149,online,2022,251,-,83,Beginner,Technology
1150,online,2022,261,46.24,87,None,Technology
1151,online,2018,246,23.66,74,Beginner,Mathematics
1152,classroom,2011,180,32.99,71,Beginner,Engineering
